size_x,size_y
100,100
x,y,d
0,99,0
1,99,0
2,99,0
3,99,0
4,99,0
5,99,0
6,99,0
7,99,0
8,99,0
9,99,0
10,99,0
11,99,0
12,99,0
13,99,0
14,99,0
15,99,0
16,99,0
17,99,0
18,99,0
19,99,0
20,99,0
21,99,0
22,99,0
23,99,0
24,99,0
25,99,0
26,99,0
27,99,0
28,99,0
29,99,0
30,99,0
31,99,0
32,99,0
33,99,0
34,99,0
35,99,0
36,99,0
37,99,0
38,99,0
39,99,0
40,99,0
41,99,0
42,99,0
43,99,0
44,99,0
45,99,0
46,99,0
47,99,0
48,99,0
49,99,0
50,99,0
51,99,0
52,99,0
53,99,0
54,99,0
55,99,0
56,99,0
57,99,0
58,99,0
59,99,0
60,99,0
61,99,0
62,99,0
63,99,0
64,99,0
65,99,0
66,99,0
67,99,0
68,99,0
69,99,0
70,99,0
71,99,0
72,99,0
73,99,0
74,99,0
75,99,0
76,99,0
77,99,0
78,99,0
79,99,0
80,99,0
81,99,0
82,99,0
83,99,0
84,99,0
85,99,0
86,99,0
87,99,0
88,99,0
89,99,0
90,99,0
91,99,0
92,99,0
93,99,0
94,99,0
95,99,0
96,99,0
97,99,0
98,99,0
99,99,0
0,98,0
1,98,0
2,98,0
3,98,0
4,98,0
5,98,0
6,98,0
7,98,0
8,98,0
9,98,0
10,98,0
11,98,0
12,98,0
13,98,0
14,98,0
15,98,0
16,98,0
17,98,0
18,98,0
19,98,0
20,98,0
21,98,0
22,98,0
23,98,0
24,98,0
25,98,0
26,98,0
27,98,0
28,98,0
29,98,0
30,98,0
31,98,0
32,98,0
33,98,0
34,98,0
35,98,0
36,98,0
37,98,0
38,98,0
39,98,0
40,98,0
41,98,0
42,98,0
43,98,0
44,98,0
45,98,0
46,98,0
47,98,0
48,98,0
49,98,0
50,98,0
51,98,0
52,98,0
53,98,0
54,98,0
55,98,0
56,98,0
57,98,0
58,98,0
59,98,0
60,98,0
61,98,0
62,98,0
63,98,0
64,98,0
65,98,0
66,98,0
67,98,0
68,98,0
69,98,0
70,98,0
71,98,0
72,98,0
73,98,0
74,98,0
75,98,0
76,98,0
77,98,0
78,98,0
79,98,0
80,98,0
81,98,0
82,98,0
83,98,0
84,98,0
85,98,0
86,98,0
87,98,0
88,98,0
89,98,0
90,98,0
91,98,0
92,98,0
93,98,0
94,98,0
95,98,0
96,98,0
97,98,0
98,98,0
99,98,0
0,97,0
1,97,0
2,97,0
3,97,0
4,97,0
5,97,0
6,97,0
7,97,0
8,97,0
9,97,0
10,97,0
11,97,0
12,97,0
13,97,0
14,97,0
15,97,0
16,97,0
17,97,0
18,97,0
19,97,0
20,97,0
21,97,0
22,97,0
23,97,0
24,97,0
25,97,0
26,97,0
27,97,0
28,97,0
29,97,0
30,97,0
31,97,0
32,97,0
33,97,0
34,97,0
35,97,0
36,97,0
37,97,0
38,97,0
39,97,0
40,97,0
41,97,0
42,97,0
43,97,0
44,97,0
45,97,0
46,97,0
47,97,0
48,97,0
49,97,0
50,97,0
51,97,0
52,97,0
53,97,0
54,97,0
55,97,0
56,97,0
57,97,0
58,97,0
59,97,0
60,97,0
61,97,0
62,97,0
63,97,0
64,97,0
65,97,0
66,97,0
67,97,0
68,97,0
69,97,0
70,97,0
71,97,0
72,97,0
73,97,0
74,97,0
75,97,0
76,97,0
77,97,0
78,97,0
79,97,0
80,97,0
81,97,0
82,97,0
83,97,0
84,97,0
85,97,0
86,97,0
87,97,0
88,97,0
89,97,0
90,97,0
91,97,0
92,97,0
93,97,0
94,97,0
95,97,0
96,97,0
97,97,0
98,97,0
99,97,0
0,96,0
1,96,0
2,96,0
3,96,0
4,96,0
5,96,0
6,96,0
7,96,0
8,96,0
9,96,0
10,96,0
11,96,0
12,96,0
13,96,0
14,96,0
15,96,0
16,96,0
17,96,0
18,96,0
19,96,0
20,96,0
21,96,0
22,96,0
23,96,0
24,96,0
25,96,0
26,96,0
27,96,0
28,96,0
29,96,0
30,96,0
31,96,0
32,96,0
33,96,0
34,96,0
35,96,0
36,96,0
37,96,0
38,96,0
39,96,0
40,96,0
41,96,0
42,96,0
43,96,0
44,96,0
45,96,0
46,96,0
47,96,0
48,96,0
49,96,0
50,96,0
51,96,0
52,96,0
53,96,0
54,96,0
55,96,0
56,96,0
57,96,0
58,96,0
59,96,0
60,96,0
61,96,0
62,96,0
63,96,0
64,96,0
65,96,0
66,96,0
67,96,0
68,96,0
69,96,0
70,96,0
71,96,0
72,96,0
73,96,0
74,96,0
75,96,0
76,96,0
77,96,0
78,96,0
79,96,0
80,96,0
81,96,0
82,96,0
83,96,0
84,96,0
85,96,0
86,96,0
87,96,0
88,96,0
89,96,0
90,96,0
91,96,0
92,96,0
93,96,0
94,96,0
95,96,0
96,96,0
97,96,0
98,96,0
99,96,0
0,95,0
1,95,0
2,95,0
3,95,0
4,95,0
5,95,0
6,95,0
7,95,0
8,95,0
9,95,0
10,95,0
11,95,0
12,95,0
13,95,0
14,95,0
15,95,0
16,95,0
17,95,0
18,95,0
19,95,0
20,95,0
21,95,0
22,95,0
23,95,0
24,95,0
25,95,0
26,95,0
27,95,0
28,95,0
29,95,0
30,95,0
31,95,0
32,95,0
33,95,0
34,95,0
35,95,0
36,95,0
37,95,0
38,95,0
39,95,0
40,95,0
41,95,0
42,95,0
43,95,0
44,95,0
45,95,0
46,95,0
47,95,0
48,95,0
49,95,0
50,95,0
51,95,0
52,95,0
53,95,0
54,95,0
55,95,0
56,95,0
57,95,0
58,95,0
59,95,0
60,95,0
61,95,0
62,95,0
63,95,0
64,95,0
65,95,0
66,95,0
67,95,0
68,95,0
69,95,0
70,95,0
71,95,0
72,95,0
73,95,0
74,95,0
75,95,0
76,95,0
77,95,0
78,95,0
79,95,0
80,95,0
81,95,0
82,95,0
83,95,0
84,95,0
85,95,0
86,95,0
87,95,0
88,95,0
89,95,0
90,95,0
91,95,0
92,95,0
93,95,0
94,95,0
95,95,0
96,95,0
97,95,0
98,95,0
99,95,0
0,94,0
1,94,0
2,94,0
3,94,0
4,94,0
5,94,0
6,94,0
7,94,0
8,94,0
9,94,0
10,94,0
11,94,0
12,94,0
13,94,0
14,94,0
15,94,0
16,94,0
17,94,0
18,94,0
19,94,0
20,94,0
21,94,0
22,94,0
23,94,0
24,94,0
25,94,0
26,94,0
27,94,0
28,94,0
29,94,0
30,94,0
31,94,0
32,94,0
33,94,0
34,94,0
35,94,0
36,94,0
37,94,0
38,94,0
39,94,0
40,94,0
41,94,0
42,94,0
43,94,0
44,94,0
45,94,0
46,94,0
47,94,0
48,94,0
49,94,0
50,94,0
51,94,0
52,94,0
53,94,0
54,94,0
55,94,0
56,94,0
57,94,0
58,94,0
59,94,0
60,94,0
61,94,0
62,94,0
63,94,0
64,94,0
65,94,0
66,94,0
67,94,0
68,94,0
69,94,0
70,94,0
71,94,0
72,94,0
73,94,0
74,94,0
75,94,0
76,94,0
77,94,0
78,94,0
79,94,0
80,94,0
81,94,0
82,94,0
83,94,0
84,94,0
85,94,0
86,94,0
87,94,0
88,94,0
89,94,0
90,94,0
91,94,0
92,94,0
93,94,0
94,94,0
95,94,0
96,94,0
97,94,0
98,94,0
99,94,0
0,93,0
1,93,0
2,93,0
3,93,0
4,93,0
5,93,0
6,93,0
7,93,0
8,93,0
9,93,0
10,93,0
11,93,0
12,93,0
13,93,0
14,93,0
15,93,0
16,93,0
17,93,0
18,93,0
19,93,0
20,93,0
21,93,0
22,93,0
23,93,0
24,93,0
25,93,0
26,93,0
27,93,0
28,93,0
29,93,0
30,93,0
31,93,0
32,93,0
33,93,0
34,93,0
35,93,0
36,93,0
37,93,0
38,93,0
39,93,0
40,93,0
41,93,0
42,93,0
43,93,0
44,93,0
45,93,0
46,93,0
47,93,0
48,93,0
49,93,0
50,93,0
51,93,0
52,93,0
53,93,0
54,93,0
55,93,0
56,93,0
57,93,0
58,93,0
59,93,0
60,93,0
61,93,0
62,93,0
63,93,0
64,93,0
65,93,0
66,93,0
67,93,0
68,93,0
69,93,0
70,93,0
71,93,0
72,93,0
73,93,0
74,93,0
75,93,0
76,93,0
77,93,0
78,93,0
79,93,0
80,93,0
81,93,0
82,93,0
83,93,0
84,93,0
85,93,0
86,93,0
87,93,0
88,93,0
89,93,0
90,93,0
91,93,0
92,93,0
93,93,0
94,93,0
95,93,0
96,93,0
97,93,0
98,93,0
99,93,0
0,92,0
1,92,0
2,92,0
3,92,0
4,92,0
5,92,0
6,92,0
7,92,0
8,92,0
9,92,0
10,92,0
11,92,0
12,92,0
13,92,0
14,92,0
15,92,0
16,92,0
17,92,0
18,92,0
19,92,0
20,92,0
21,92,0
22,92,0
23,92,0
24,92,0
25,92,0
26,92,0
27,92,0
28,92,0
29,92,0
30,92,0
31,92,0
32,92,0
33,92,0
34,92,0
35,92,0
36,92,0
37,92,0
38,92,0
39,92,0
40,92,0
41,92,0
42,92,0
43,92,0
44,92,0
45,92,0
46,92,0
47,92,0
48,92,0
49,92,0
50,92,0
51,92,0
52,92,0
53,92,0
54,92,0
55,92,0
56,92,0
57,92,0
58,92,0
59,92,0
60,92,0
61,92,0
62,92,0
63,92,0
64,92,0
65,92,0
66,92,0
67,92,0
68,92,0
69,92,0
70,92,0
71,92,0
72,92,0
73,92,0
74,92,0
75,92,0
76,92,0
77,92,0
78,92,0
79,92,0
80,92,0
81,92,0
82,92,0
83,92,0
84,92,0
85,92,0
86,92,0
87,92,0
88,92,0
89,92,0
90,92,0
91,92,0
92,92,0
93,92,0
94,92,0
95,92,0
96,92,0
97,92,0
98,92,0
99,92,0
0,91,0
1,91,0
2,91,0
3,91,0
4,91,0
5,91,0
6,91,0
7,91,0
8,91,0
9,91,0
10,91,0
11,91,0
12,91,0
13,91,0
14,91,0
15,91,0
16,91,0
17,91,0
18,91,0
19,91,0
20,91,0
21,91,0
22,91,0
23,91,0
24,91,0
25,91,0
26,91,0
27,91,0
28,91,0
29,91,0
30,91,0
31,91,0
32,91,0
33,91,0
34,91,0
35,91,0
36,91,0
37,91,0
38,91,0
39,91,0
40,91,0
41,91,0
42,91,0
43,91,0
44,91,0
45,91,0
46,91,0
47,91,0
48,91,0
49,91,0
50,91,0
51,91,0
52,91,0
53,91,0
54,91,0
55,91,0
56,91,0
57,91,0
58,91,0
59,91,0
60,91,0
61,91,0
62,91,0
63,91,0
64,91,0
65,91,0
66,91,0
67,91,0
68,91,0
69,91,0
70,91,0
71,91,0
72,91,0
73,91,0
74,91,0
75,91,0
76,91,0
77,91,0
78,91,0
79,91,0
80,91,0
81,91,0
82,91,0
83,91,0
84,91,0
85,91,0
86,91,0
87,91,0
88,91,0
89,91,0
90,91,0
91,91,0
92,91,0
93,91,0
94,91,0
95,91,0
96,91,0
97,91,0
98,91,0
99,91,0
0,90,0
1,90,0
2,90,0
3,90,0
4,90,0
5,90,0
6,90,0
7,90,0
8,90,0
9,90,0
10,90,0
11,90,0
12,90,0
13,90,0
14,90,0
15,90,0
16,90,0
17,90,0
18,90,0
19,90,0
20,90,0
21,90,0
22,90,0
23,90,0
24,90,0
25,90,0
26,90,0
27,90,0
28,90,0
29,90,0
30,90,0
31,90,0
32,90,0
33,90,0
34,90,0
35,90,0
36,90,0
37,90,0
38,90,0
39,90,0
40,90,0
41,90,0
42,90,0
43,90,0
44,90,0
45,90,0
46,90,0
47,90,0
48,90,0
49,90,0
50,90,0
51,90,0
52,90,0
53,90,0
54,90,0
55,90,0
56,90,0
57,90,0
58,90,0
59,90,0
60,90,0
61,90,0
62,90,0
63,90,0
64,90,0
65,90,0
66,90,0
67,90,0
68,90,0
69,90,0
70,90,0
71,90,0
72,90,0
73,90,0
74,90,0
75,90,0
76,90,0
77,90,0
78,90,0
79,90,0
80,90,0
81,90,0
82,90,0
83,90,0
84,90,0
85,90,0
86,90,0
87,90,0
88,90,0
89,90,0
90,90,0
91,90,0
92,90,0
93,90,0
94,90,0
95,90,0
96,90,0
97,90,0
98,90,0
99,90,0
0,89,0
1,89,0
2,89,0
3,89,0
4,89,0
5,89,0
6,89,0
7,89,0
8,89,0
9,89,0
10,89,0
11,89,0
12,89,0
13,89,0
14,89,0
15,89,0
16,89,0
17,89,0
18,89,0
19,89,0
20,89,0
21,89,0
22,89,0
23,89,0
24,89,0
25,89,0
26,89,0
27,89,0
28,89,0
29,89,0
30,89,0
31,89,0
32,89,0
33,89,0
34,89,0
35,89,0
36,89,0
37,89,0
38,89,0
39,89,0
40,89,0
41,89,0
42,89,0
43,89,0
44,89,0
45,89,0
46,89,0
47,89,0
48,89,0
49,89,0
50,89,0
51,89,0
52,89,0
53,89,0
54,89,0
55,89,0
56,89,0
57,89,0
58,89,0
59,89,0
60,89,0
61,89,0
62,89,0
63,89,0
64,89,0
65,89,0
66,89,0
67,89,0
68,89,0
69,89,0
70,89,0
71,89,0
72,89,0
73,89,0
74,89,0
75,89,0
76,89,0
77,89,0
78,89,0
79,89,0
80,89,0
81,89,0
82,89,0
83,89,0
84,89,0
85,89,0
86,89,0
87,89,0
88,89,0
89,89,0
90,89,0
91,89,0
92,89,0
93,89,0
94,89,0
95,89,0
96,89,0
97,89,0
98,89,0
99,89,0
0,88,0
1,88,0
2,88,0
3,88,0
4,88,0
5,88,0
6,88,0
7,88,0
8,88,0
9,88,0
10,88,0
11,88,0
12,88,0
13,88,0
14,88,0
15,88,0
16,88,0
17,88,0
18,88,0
19,88,0
20,88,0
21,88,0
22,88,0
23,88,0
24,88,0
25,88,0
26,88,0
27,88,0
28,88,0
29,88,0
30,88,0
31,88,0
32,88,0
33,88,0
34,88,0
35,88,0
36,88,0
37,88,0
38,88,0
39,88,0
40,88,0
41,88,0
42,88,0
43,88,0
44,88,0
45,88,0
46,88,0
47,88,0
48,88,0
49,88,0
50,88,0
51,88,0
52,88,0
53,88,0
54,88,0
55,88,0
56,88,0
57,88,0
58,88,0
59,88,0
60,88,0
61,88,0
62,88,0
63,88,0
64,88,0
65,88,0
66,88,0
67,88,0
68,88,0
69,88,0
70,88,0
71,88,0
72,88,0
73,88,0
74,88,0
75,88,0
76,88,0
77,88,0
78,88,0
79,88,0
80,88,0
81,88,0
82,88,0
83,88,0
84,88,0
85,88,0
86,88,0
87,88,0
88,88,0
89,88,0
90,88,0
91,88,0
92,88,0
93,88,0
94,88,0
95,88,0
96,88,0
97,88,0
98,88,0
99,88,0
0,87,0
1,87,0
2,87,0
3,87,0
4,87,0
5,87,0
6,87,0
7,87,0
8,87,0
9,87,0
10,87,0
11,87,0
12,87,0
13,87,0
14,87,0
15,87,0
16,87,0
17,87,0
18,87,0
19,87,0
20,87,0
21,87,0
22,87,0
23,87,0
24,87,0
25,87,0
26,87,0
27,87,0
28,87,0
29,87,0
30,87,0
31,87,0
32,87,0
33,87,0
34,87,0
35,87,0
36,87,0
37,87,0
38,87,0
39,87,0
40,87,0
41,87,0
42,87,0
43,87,0
44,87,0
45,87,0
46,87,0
47,87,0
48,87,0
49,87,0
50,87,0
51,87,0
52,87,0
53,87,0
54,87,0
55,87,0
56,87,0
57,87,0
58,87,0
59,87,0
60,87,0
61,87,0
62,87,0
63,87,0
64,87,0
65,87,0
66,87,0
67,87,0
68,87,0
69,87,0
70,87,0
71,87,0
72,87,0
73,87,0
74,87,0
75,87,0
76,87,0
77,87,0
78,87,0
79,87,0
80,87,0
81,87,0
82,87,0
83,87,0
84,87,0
85,87,0
86,87,0
87,87,0
88,87,0
89,87,0
90,87,0
91,87,0
92,87,0
93,87,0
94,87,0
95,87,0
96,87,0
97,87,0
98,87,0
99,87,0
0,86,0
1,86,0
2,86,0
3,86,0
4,86,0
5,86,0
6,86,0
7,86,0
8,86,0
9,86,0
10,86,0
11,86,0
12,86,0
13,86,0
14,86,0
15,86,0
16,86,0
17,86,0
18,86,0
19,86,0
20,86,0
21,86,0
22,86,0
23,86,0
24,86,0
25,86,0
26,86,0
27,86,0
28,86,0
29,86,0
30,86,0
31,86,0
32,86,0
33,86,0
34,86,0
35,86,0
36,86,0
37,86,0
38,86,0
39,86,0
40,86,0
41,86,0
42,86,0
43,86,0
44,86,0
45,86,0
46,86,0
47,86,0
48,86,0
49,86,0
50,86,0
51,86,0
52,86,0
53,86,0
54,86,0
55,86,0
56,86,0
57,86,0
58,86,0
59,86,0
60,86,0
61,86,0
62,86,0
63,86,0
64,86,0
65,86,0
66,86,0
67,86,0
68,86,0
69,86,0
70,86,0
71,86,0
72,86,0
73,86,0
74,86,0
75,86,0
76,86,0
77,86,0
78,86,0
79,86,0
80,86,0
81,86,0
82,86,0
83,86,0
84,86,0
85,86,0
86,86,0
87,86,0
88,86,0
89,86,0
90,86,0
91,86,0
92,86,0
93,86,0
94,86,0
95,86,0
96,86,0
97,86,0
98,86,0
99,86,0
0,85,0
1,85,0
2,85,0
3,85,0
4,85,0
5,85,0
6,85,0
7,85,0
8,85,0
9,85,0
10,85,0
11,85,0
12,85,0
13,85,0
14,85,0
15,85,0
16,85,0
17,85,0
18,85,0
19,85,0
20,85,0
21,85,0
22,85,0
23,85,0
24,85,0
25,85,0
26,85,0
27,85,0
28,85,0
29,85,0
30,85,0
31,85,0
32,85,0
33,85,0
34,85,0
35,85,0
36,85,0
37,85,0
38,85,0
39,85,0
40,85,0
41,85,0
42,85,0
43,85,0
44,85,0
45,85,0
46,85,0
47,85,0
48,85,0
49,85,0
50,85,0
51,85,0
52,85,0
53,85,0
54,85,0
55,85,0
56,85,0
57,85,0
58,85,0
59,85,0
60,85,0
61,85,0
62,85,0
63,85,0
64,85,0
65,85,0
66,85,0
67,85,0
68,85,0
69,85,0
70,85,0
71,85,0
72,85,0
73,85,0
74,85,0
75,85,0
76,85,0
77,85,0
78,85,0
79,85,0
80,85,0
81,85,0
82,85,0
83,85,0
84,85,0
85,85,0
86,85,0
87,85,0
88,85,0
89,85,0
90,85,0
91,85,0
92,85,0
93,85,0
94,85,0
95,85,0
96,85,0
97,85,0
98,85,0
99,85,0
0,84,0
1,84,0
2,84,0
3,84,0
4,84,0
5,84,0
6,84,0
7,84,0
8,84,0
9,84,0
10,84,0
11,84,0
12,84,0
13,84,0
14,84,0
15,84,0
16,84,0
17,84,0
18,84,0
19,84,0
20,84,0
21,84,0
22,84,0
23,84,0
24,84,0
25,84,0
26,84,0
27,84,0
28,84,0
29,84,0
30,84,0
31,84,0
32,84,0
33,84,0
34,84,0
35,84,0
36,84,0
37,84,0
38,84,0
39,84,0
40,84,0
41,84,0
42,84,0
43,84,0
44,84,0
45,84,0
46,84,0
47,84,0
48,84,0
49,84,0
50,84,0
51,84,0
52,84,0
53,84,0
54,84,0
55,84,0
56,84,0
57,84,0
58,84,0
59,84,0
60,84,0
61,84,0
62,84,0
63,84,0
64,84,0
65,84,0
66,84,0
67,84,0
68,84,0
69,84,0
70,84,0
71,84,0
72,84,0
73,84,0
74,84,0
75,84,0
76,84,0
77,84,0
78,84,0
79,84,0
80,84,0
81,84,0
82,84,0
83,84,0
84,84,0
85,84,0
86,84,0
87,84,0
88,84,0
89,84,0
90,84,0
91,84,0
92,84,0
93,84,0
94,84,0
95,84,0
96,84,0
97,84,0
98,84,0
99,84,0
0,83,0
1,83,0
2,83,0
3,83,0
4,83,0
5,83,0
6,83,0
7,83,0
8,83,0
9,83,0
10,83,0
11,83,0
12,83,0
13,83,0
14,83,0
15,83,0
16,83,0
17,83,0
18,83,0
19,83,0
20,83,0
21,83,0
22,83,0
23,83,0
24,83,0
25,83,0
26,83,0
27,83,0
28,83,0
29,83,0
30,83,0
31,83,0
32,83,0
33,83,0
34,83,0
35,83,0
36,83,0
37,83,0
38,83,0
39,83,0
40,83,0
41,83,0
42,83,0
43,83,0
44,83,0
45,83,0
46,83,0
47,83,0
48,83,0
49,83,0
50,83,0
51,83,0
52,83,0
53,83,0
54,83,0
55,83,0
56,83,0
57,83,0
58,83,0
59,83,0
60,83,0
61,83,0
62,83,0
63,83,0
64,83,0
65,83,0
66,83,0
67,83,0
68,83,0
69,83,0
70,83,0
71,83,0
72,83,0
73,83,0
74,83,0
75,83,0
76,83,0
77,83,0
78,83,0
79,83,0
80,83,0
81,83,0
82,83,0
83,83,0
84,83,0
85,83,0
86,83,0
87,83,0
88,83,0
89,83,0
90,83,0
91,83,0
92,83,0
93,83,0
94,83,0
95,83,0
96,83,0
97,83,0
98,83,0
99,83,0
0,82,0
1,82,0
2,82,0
3,82,0
4,82,0
5,82,0
6,82,0
7,82,0
8,82,0
9,82,0
10,82,0
11,82,0
12,82,0
13,82,0
14,82,0
15,82,0
16,82,0
17,82,0
18,82,0
19,82,0
20,82,0
21,82,0
22,82,0
23,82,0
24,82,0
25,82,0
26,82,0
27,82,0
28,82,0
29,82,0
30,82,0
31,82,0
32,82,0
33,82,0
34,82,0
35,82,0
36,82,0
37,82,0
38,82,0
39,82,0
40,82,0
41,82,0
42,82,0
43,82,0
44,82,0
45,82,0
46,82,0
47,82,0
48,82,0
49,82,0
50,82,0
51,82,0
52,82,0
53,82,0
54,82,0
55,82,0
56,82,0
57,82,0
58,82,0
59,82,0
60,82,0
61,82,0
62,82,0
63,82,0
64,82,0
65,82,0
66,82,0
67,82,0
68,82,0
69,82,0
70,82,0
71,82,0
72,82,0
73,82,0
74,82,0
75,82,0
76,82,0
77,82,0
78,82,0
79,82,0
80,82,0
81,82,0
82,82,0
83,82,0
84,82,0
85,82,0
86,82,0
87,82,0
88,82,0
89,82,0
90,82,0
91,82,0
92,82,0
93,82,0
94,82,0
95,82,0
96,82,0
97,82,0
98,82,0
99,82,0
0,81,0
1,81,0
2,81,0
3,81,0
4,81,0
5,81,0
6,81,0
7,81,0
8,81,0
9,81,0
10,81,0
11,81,0
12,81,0
13,81,0
14,81,0
15,81,0
16,81,0
17,81,0
18,81,0
19,81,0
20,81,0
21,81,0
22,81,0
23,81,0
24,81,0
25,81,0
26,81,0
27,81,0
28,81,0
29,81,0
30,81,0
31,81,0
32,81,0
33,81,0
34,81,0
35,81,0
36,81,0
37,81,0
38,81,0
39,81,0
40,81,0
41,81,0
42,81,0
43,81,0
44,81,0
45,81,0
46,81,0
47,81,0
48,81,0
49,81,0
50,81,0
51,81,0
52,81,0
53,81,0
54,81,0
55,81,0
56,81,0
57,81,0
58,81,0
59,81,0
60,81,0
61,81,0
62,81,0
63,81,0
64,81,0
65,81,0
66,81,0
67,81,0
68,81,0
69,81,0
70,81,0
71,81,0
72,81,0
73,81,0
74,81,0
75,81,0
76,81,0
77,81,0
78,81,0
79,81,0
80,81,0
81,81,0
82,81,0
83,81,0
84,81,0
85,81,0
86,81,0
87,81,0
88,81,0
89,81,0
90,81,0
91,81,0
92,81,0
93,81,0
94,81,0
95,81,0
96,81,0
97,81,0
98,81,0
99,81,0
0,80,0
1,80,0
2,80,0
3,80,0
4,80,0
5,80,0
6,80,0
7,80,0
8,80,0
9,80,0
10,80,0
11,80,0
12,80,0
13,80,0
14,80,0
15,80,0
16,80,0
17,80,0
18,80,0
19,80,0
20,80,0
21,80,0
22,80,0
23,80,0
24,80,0
25,80,0
26,80,0
27,80,0
28,80,0
29,80,0
30,80,0
31,80,0
32,80,0
33,80,0
34,80,0
35,80,0
36,80,0
37,80,0
38,80,0
39,80,0
40,80,0
41,80,0
42,80,0
43,80,0
44,80,0
45,80,0
46,80,0
47,80,0
48,80,0
49,80,0
50,80,0
51,80,0
52,80,0
53,80,0
54,80,0
55,80,0
56,80,0
57,80,0
58,80,0
59,80,0
60,80,0
61,80,0
62,80,0
63,80,0
64,80,0
65,80,0
66,80,0
67,80,0
68,80,0
69,80,0
70,80,0
71,80,0
72,80,0
73,80,0
74,80,0
75,80,0
76,80,0
77,80,0
78,80,0
79,80,0
80,80,0
81,80,0
82,80,0
83,80,0
84,80,0
85,80,0
86,80,0
87,80,0
88,80,0
89,80,0
90,80,0
91,80,0
92,80,0
93,80,0
94,80,0
95,80,0
96,80,0
97,80,0
98,80,0
99,80,0
0,79,0
1,79,0
2,79,0
3,79,0
4,79,0
5,79,0
6,79,0
7,79,0
